#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P31809	uniprotkb:P11224	intact:EBI-8663470|uniprotkb:Q61353|intact:MINT-4590618|dip:DIP-61461N|uniprotkb:Q61350	intact:EBI-16196052|uniprotkb:O39227	psi-mi:ceam1_mouse(display_long)|uniprotkb:Ceacam1(gene name)|psi-mi:Ceacam1(display_short)|uniprotkb:Bgp(gene name synonym)|uniprotkb:Bgp1(gene name synonym)|uniprotkb:Biliary glycoprotein 1(gene name synonym)|uniprotkb:Murine hepatitis virus receptor(gene name synonym)|uniprotkb:MHVR1(gene name synonym)|uniprotkb:Biliary glycoprotein D(gene name synonym)	psi-mi:spike_cvma5(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:3(orf name)	psi-mi:"MI:1247"(microscale thermophoresis)	Walls et al. (2016)	pubmed:26855426|doi:10.1038/nature16988|imex:IM-25366	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:11142(cvma5)|taxid:11142("Murine coronavirus (strain A59)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(DIP)	intact:EBI-16196079|imex:IM-25366-1|dip:DIP-200979E	intact-miscore:0.44
uniprotkb:P0DTC3	uniprotkb:Q9P253	intact:EBI-25475894	intact:EBI-1053363|uniprotkb:Q8TCG0|uniprotkb:Q96DI3|uniprotkb:Q9H268	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:vps18_human(display_long)|uniprotkb:VPS18(gene name)|psi-mi:VPS18(display_short)|uniprotkb:KIAA1475(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9P244	intact:EBI-25475894	intact:EBI-722384|uniprotkb:Q8TBS9|intact:EBI-1059066	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:lrfn1_human(display_long)|uniprotkb:KIAA1484(gene name synonym)|uniprotkb:SALM2(gene name synonym)|uniprotkb:Synaptic adhesion-like molecule 2(gene name synonym)|uniprotkb:LRFN1(gene name)|psi-mi:LRFN1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9NZV1	intact:EBI-25475894	intact:EBI-2835534|uniprotkb:Q7LCQ5|uniprotkb:Q59GH0|uniprotkb:Q9H318|uniprotkb:Q2M2G4	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:crim1_human(display_long)|uniprotkb:CRIM1(gene name)|psi-mi:CRIM1(display_short)|uniprotkb:S52(gene name synonym)|uniprotkb:Cysteine-rich repeat-containing protein S52(gene name synonym)|uniprotkb:UNQ1886/PRO4330(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9NZU0	intact:EBI-25475894	intact:EBI-1057092|uniprotkb:Q96K39|uniprotkb:Q96K42|uniprotkb:Q96KB1|uniprotkb:Q9P259|uniprotkb:Q542Z9|uniprotkb:D3DW20	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:flrt3_human(display_long)|uniprotkb:FLRT3(gene name)|psi-mi:FLRT3(display_short)|uniprotkb:KIAA1469(gene name synonym)|uniprotkb:UNQ856/PRO1865(orf name)|uniprotkb:Fibronectin-like domain-containing leucine-rich transmembrane protein 3(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9NV92	intact:EBI-25475894	intact:EBI-2933200|uniprotkb:Q7Z2H3|uniprotkb:Q7Z428|uniprotkb:Q8TAR3|uniprotkb:Q9ULQ5	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:nfip2_human(display_long)|uniprotkb:NDFIP2(gene name)|psi-mi:NDFIP2(display_short)|uniprotkb:KIAA1165(gene name synonym)|uniprotkb:N4WBP5A(gene name synonym)|uniprotkb:NEDD4 WW domain-binding protein 5A(gene name synonym)|uniprotkb:Putative MAPK-activating protein PM04/PM05/PM06/PM07(gene name synonym)|uniprotkb:Putative NF-kappa-B-activating protein 413(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9NUQ9	intact:EBI-25475894	intact:EBI-1055930|uniprotkb:Q96AZ5|uniprotkb:Q9NZE7|uniprotkb:Q9NW21	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:cyrib_human(display_long)|uniprotkb:CYRIB(gene name)|psi-mi:CYRIB(display_short)|uniprotkb:CYRI(gene name synonym)|uniprotkb:FAM49B(gene name synonym)|uniprotkb:L1(gene name synonym)|uniprotkb:BM-009(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9NSU2	intact:EBI-25475894	intact:EBI-16822261|uniprotkb:B2RCN9|uniprotkb:Q8TEU2|uniprotkb:Q9BPW1|uniprotkb:Q9Y4X2	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:trex1_human(display_long)|uniprotkb:TREX1(gene name)|psi-mi:TREX1(display_short)|uniprotkb:3'-5' exonuclease TREX1(gene name synonym)|uniprotkb:Deoxyribonuclease III(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9NRX4	intact:EBI-25475894	intact:EBI-740955|uniprotkb:Q9H0Y3|uniprotkb:B1AMX0|uniprotkb:B1AMX1	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:php14_human(display_long)|uniprotkb:Phosphohistidine phosphatase 1(gene name synonym)|uniprotkb:Protein janus-A homolog(gene name synonym)|uniprotkb:PHPT1(gene name)|psi-mi:PHPT1(display_short)|uniprotkb:PHP14(gene name synonym)|uniprotkb:CGI-202(orf name)|uniprotkb:HSPC141(orf name)|uniprotkb:Protein histidine phosphatase(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9NRW7	intact:EBI-25475894	intact:EBI-1782543|uniprotkb:Q15715|uniprotkb:Q9Y4Z6|uniprotkb:Q5T4P6|uniprotkb:F5H8K1|uniprotkb:Q53FR8|uniprotkb:D3DUZ9	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:vps45_human(display_long)|uniprotkb:VPS45(gene name)|psi-mi:VPS45(display_short)|uniprotkb:VPS45A(gene name synonym)|uniprotkb:VPS45B(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9NQX7	intact:EBI-25475894	intact:EBI-725459|uniprotkb:Q4G0A8|uniprotkb:Q53H84|uniprotkb:Q6IAE7|uniprotkb:Q86VK5|uniprotkb:Q8N288|uniprotkb:Q8TAW0|uniprotkb:Q9BUP8|uniprotkb:B3KPG4	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:itm2c_human(display_long)|uniprotkb:Transmembrane protein BRI3(gene name synonym)|uniprotkb:Cerebral protein 14(gene name synonym)|uniprotkb:ITM2C(gene name)|psi-mi:ITM2C(display_short)|uniprotkb:BRI3(gene name synonym)|uniprotkb:hucep-14(orf name)|uniprotkb:NPD018(orf name)|uniprotkb:PSEC0047(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9NQS3	intact:EBI-25475894	intact:EBI-2826725|uniprotkb:E9PFR0|uniprotkb:Q8NC05|uniprotkb:Q8WVU4|uniprotkb:Q6NVZ3|uniprotkb:Q9Y412|uniprotkb:Q9BVA9	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:nect3_human(display_long)|uniprotkb:NECTIN3(gene name)|psi-mi:NECTIN3(display_short)|uniprotkb:CDw113(gene name synonym)|uniprotkb:Nectin cell adhesion molecule 3(gene name synonym)|uniprotkb:PRR3(gene name synonym)|uniprotkb:PVRL3(gene name synonym)|uniprotkb:Poliovirus receptor-related protein 3(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9NPR2	intact:EBI-25475894	intact:EBI-25678971|uniprotkb:J3KNP4|uniprotkb:Q6UXE3|uniprotkb:Q8WVP9|uniprotkb:Q96FK5|uniprotkb:Q9C0B8|uniprotkb:Q9H691|uniprotkb:Q9NPM8|uniprotkb:Q9NPN0	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:sem4b_human(display_long)|uniprotkb:SEMA4B(gene name)|psi-mi:SEMA4B(display_short)|uniprotkb:KIAA1745(gene name synonym)|uniprotkb:SEMAC(gene name synonym)|uniprotkb:Semaphorin-C(gene name synonym)|uniprotkb:UNQ749/PRO1480(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9HC56	intact:EBI-25475894	intact:EBI-766147|uniprotkb:A2A6U1|uniprotkb:Q7Z3U0|uniprotkb:Q8N3K7|uniprotkb:Q5VT83	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:pcdh9_human(display_long)|uniprotkb:PCDH9(gene name)|psi-mi:PCDH9(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9HBJ8	intact:EBI-25475894	intact:EBI-3924906|uniprotkb:Q6UW07|uniprotkb:B2R9M1	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:cltrn_human(display_long)|uniprotkb:CLTRN(gene name)|psi-mi:CLTRN(display_short)|uniprotkb:TMEM27(gene name synonym)|uniprotkb:Transmembrane protein 27(gene name synonym)|uniprotkb:UNQ679/PRO1312(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9H813	intact:EBI-25475894	intact:EBI-4319734|uniprotkb:Q6IA87|uniprotkb:Q9NV85|uniprotkb:B7Z4D6	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:pacc1_human(display_long)|uniprotkb:PACC1(gene name)|psi-mi:PACC1(display_short)|uniprotkb:C1orf75(gene name synonym)|uniprotkb:TMEM206(gene name synonym)|uniprotkb:Transmembrane protein 206(gene name synonym)|uniprotkb:Acid-sensitive outwardly-rectifying anion channel(gene name synonym)|uniprotkb:Proton-activated outwardly rectifying anion channel(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9H4A4	intact:EBI-25475894	intact:EBI-6916228|uniprotkb:Q9BVM9|uniprotkb:Q9H1D4|uniprotkb:Q9NPT7	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:ampb_human(display_long)|uniprotkb:RNPEP(gene name)|psi-mi:RNPEP(display_short)|uniprotkb:APB(gene name synonym)|uniprotkb:Arginine aminopeptidase(gene name synonym)|uniprotkb:Arginyl aminopeptidase(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9H2G2	intact:EBI-25475894	intact:EBI-1022272|uniprotkb:O00211|uniprotkb:Q6P1Z4|uniprotkb:Q86WU7|uniprotkb:Q86WW1|uniprotkb:Q92603|uniprotkb:Q9NQL0|uniprotkb:Q9NQL1|uniprotkb:D3DRA0|uniprotkb:D3DRA1	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:slk_human(display_long)|uniprotkb:STE20-related serine/threonine-protein kinase(gene name synonym)|uniprotkb:Serine/threonine-protein kinase 2(gene name synonym)|uniprotkb:CTCL tumor antigen se20-9(gene name synonym)|uniprotkb:SLK(gene name)|psi-mi:SLK(display_short)|uniprotkb:KIAA0204(gene name synonym)|uniprotkb:STK2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9H270	intact:EBI-25475894	intact:EBI-373380|uniprotkb:Q8WY89|uniprotkb:Q96EP8|uniprotkb:Q9H6D9|uniprotkb:Q9HCS6	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:vps11_human(display_long)|uniprotkb:VPS11(gene name)|psi-mi:VPS11(display_short)|uniprotkb:PP3476(orf name)|uniprotkb:RING finger protein 108(gene name synonym)|uniprotkb:RNF108(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.53
uniprotkb:P0DTC3	uniprotkb:Q9H269	intact:EBI-25475894	intact:EBI-2655929|uniprotkb:Q5JUB1|uniprotkb:Q8WU31|uniprotkb:Q96EE7|uniprotkb:Q96N92|uniprotkb:Q9H1Q4|uniprotkb:Q9H1Q5	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:vps16_human(display_long)|uniprotkb:VPS16(gene name)|psi-mi:VPS16(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9H1Y3	intact:EBI-25475894	intact:EBI-21871627|uniprotkb:Q8IX08|uniprotkb:Q9Y344	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:opn3_human(display_long)|uniprotkb:Encephalopsin(gene name synonym)|uniprotkb:Panopsin(gene name synonym)|uniprotkb:OPN3(gene name)|psi-mi:OPN3(display_short)|uniprotkb:ECPN(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9H0X4	intact:EBI-25475894	intact:EBI-1389842|uniprotkb:Q7L416|uniprotkb:Q96FR1|uniprotkb:Q96MC7|uniprotkb:Q96S30|uniprotkb:D3DU45	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:f234a_human(display_long)|uniprotkb:FAM234A(gene name)|psi-mi:FAM234A(display_short)|uniprotkb:C16orf9(gene name synonym)|uniprotkb:ITFG3(gene name synonym)|uniprotkb:Protein ITFG3(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9H0M0	intact:EBI-25475894	intact:EBI-742157|uniprotkb:O00307|uniprotkb:Q96BP4|uniprotkb:Q5YLC1	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:wwp1_human(display_long)|uniprotkb:WWP1(gene name)|psi-mi:WWP1(display_short)|uniprotkb:WW domain-containing protein 1(gene name synonym)|uniprotkb:Atrophin-1-interacting protein 5(gene name synonym)|uniprotkb:TGIF-interacting ubiquitin ligase 1(gene name synonym)|uniprotkb:HECT-type E3 ubiquitin transferase WWP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9GZP1	intact:EBI-25475894	intact:EBI-724857|uniprotkb:Q6FII5|uniprotkb:Q9NUD3|uniprotkb:A8K3B2	psi-mi:ap3a_sars2(display_long)|uniprotkb:Accessory protein 3a(gene name synonym)|uniprotkb:Protein U274(gene name synonym)|uniprotkb:Protein X1(gene name synonym)|uniprotkb:3a(orf name)	psi-mi:nrsn2_human(display_long)|uniprotkb:NRSN2(gene name)|psi-mi:NRSN2(display_short)|uniprotkb:C20orf98(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Stukalov et al. (2020)	pubmed:unassigned2495|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25686340|imex:IM-28109-51	intact-miscore:0.35
